groupId,artifactId,latest description,earliest release (real) date,latest release (real) date
org.jboss.errai.archetypes,bus-quickstart,,20120229Z,20130619Z
org.jboss.errai.archetypes,cdi-quickstart,,20120229Z,20130619Z
org.jboss.errai.archetypes,cordova-quickstart,,20130619Z,20130619Z
org.jboss.errai.archetypes,jaxrs-quickstart,,20120229Z,20130619Z
org.jboss.errai.archetypes,jboss-errai-kitchensink-archetype,"A starter Errai + Java EE 6 webapp project for use on JBoss AS 7 / EAP 6, generated from the jboss-errai-kitchensink-archetype archetype",20120525Z,20130626Z
org.jboss.errai.archetypes,kitchensink-quickstart,"A starter Errai + Java EE 6 webapp project for use on JBoss AS 7 / EAP 6, generated from the kitchensink-quickstart archetype",20120229Z,20120726Z
org.jboss.maven.archetypes,selenium-testng,,20090513Z,20090513Z
org.jboss.portletbridge.archetypes,1.2-basic,,20080707Z,20120622Z
org.jboss.portletbridge.archetypes,2.0-basic,,20100520Z,20110504Z
org.jboss.portletbridge.archetypes,2.0-basic-archetype,,20120412Z,20121025Z
org.jboss.portletbridge.archetypes,jsf2-basic-archetype,,20121102Z,20150716Z
org.jboss.portletbridge.archetypes,richfaces-basic,,20080410Z,20120622Z
org.jboss.portletbridge.archetypes,richfaces-simpleapp-archetype,,20121102Z,20150716Z
org.jboss.portletbridge.archetypes,seam-basic,,20080911Z,20120622Z
org.jboss.reddeer,jboss-reddeer-archetype,Red Deer Archetype,20140910Z,20161110Z
org.jboss.spec.archetypes,jboss-html5-mobile-archetype,"An archetype that generates a Java EE 6 application using HTML5, and JAX-RS to support both desktop and mobile web browsers",20111206Z,20111206Z
org.jboss.spec.archetypes,jboss-javaee6-ear-webapp,"An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7. The project is an EAR, with an EJB-JAR and WAR",20111024Z,20111024Z
org.jboss.spec.archetypes,jboss-javaee6-webapp,An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7,20110629Z,20111024Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-archetype,An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7.1 (by default) or EAP 6 (if the "enterprise" property is true),20111206Z,20130830Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-archetype-blank,An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7 (by default) or EAP 6 (if the "enterprise" property is true),20111206Z,20111206Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-blank-archetype,An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7.1 (by default) or EAP 6 (if the "enterprise" property is true),20120330Z,20130830Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-ear-archetype,"An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7.1 (by default) or EAP 6 (if the ""enterprise"" property is true). The project is an EAR, with an EJB-JAR and WAR",20111206Z,20130830Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-ear-archetype-blank,"An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7 (by default) or EAP 6 (if the ""enterprise"" property is true). The project is an EAR, with an EJB-JAR and WAR",20111206Z,20111206Z
org.jboss.spec.archetypes,jboss-javaee6-webapp-ear-blank-archetype,"An archetype that generates a starter Java EE 6 webapp project for JBoss AS 7.1 (by default) or EAP 6 (if the ""enterprise"" property is true). The project is an EAR, with an EJB-JAR and WAR",20120330Z,20130830Z
org.jboss.spring.archetypes,jboss-spring-mvc-archetype,"An archetype that generates a starter Spring MVC application with Java EE persistence settings (server bootstrapped JPA, JTA transaction management) for JBoss AS7",20130417Z,20131105Z
org.jboss.spring.archetypes,spring-mvc-webapp,"An archetype that generates a starter Spring MVC application with Java EE persistence settings (server bootstrapped JPA, JTA transaction management) for JBoss AS7",20111112Z,20130415Z
org.jboss.weld.archetypes,jboss-javaee6-webapp,An archetype that generates a starter Java EE 6 webapp project,20100820Z,20110424Z
org.jboss.weld.archetypes,jboss-jsf-weld-servlet-webapp,An archetype that generates a starter JSF webapp project with CDI capabilities for Servlet containers,20110121Z,20110121Z
org.jboss.weld.archetypes,weld-jsf-jee,"Weld archetype for creating a Java EE 6 application using JSF 2.0, CDI 1.0, EJB 3.1 and JPA 2.0 (persistence unit included)",20091218Z,20091218Z
org.jboss.weld.archetypes,weld-jsf-jee-minimal,"Weld archetype for creating a minimal Java EE 6 application using JSF 2.0, CDI 1.0 and EJB 3.1 (persistence unit not included)",20091218Z,20091218Z
org.jboss.weld.archetypes,weld-jsf-servlet-minimal,Weld archetype for creating an application using JSF 2.0 and CDI 1.0 for Servlet Containers (Tomcat 6 / Jetty 6),20091218Z,20091218Z
org.jboss.ws.plugins.archetypes,jaxws-codefirst,Creates a project for developing a Web Service starting from Java code and using JBossWS,20140207Z,20151202Z
org.jbpm,jbpm-console-ng-module-archetype,jBPM Console NG Module Archetype,20130228Z,20140401Z
org.jbpm,jbpm-workitems-archetype,,20170904Z,20200707Z
org.jbundle.app.tools,jbundle-project-archetype,jbundle project archetype,20130301Z,20200123Z
org.jbundle.config,org.jbundle.config.archetype,,20110609Z,20110913Z
org.jbundle.util.webapp,jbundle-util-webapp-cgi-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-files-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-proxy-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-redirect-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-upload-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-webdav-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-website-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-webstart-archetype,,20100604Z,20100604Z
org.jbundle.util.webapp,jbundle-util-webapp-webstart-reactor-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.cgi-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.files-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.proxy-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.redirect-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.upload-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.webdav-archetype,,20110607Z,20111027Z
org.jbundle.util.webapp,org.jbundle.util.webapp.website-archetype,,20110607Z,20111027Z
org.jclouds,jclouds-compute-service-archetype,Maven archetype for a provider of a Compute service,20101007Z,20130427Z
org.jclouds,jclouds-rest-client-archetype,Maven archetype for a provider of a rest-speaking service,20101007Z,20130427Z
org.jeasy,easy-batch-archetype,Easy Batch maven quick start archetype,20200207Z,20200714Z
org.jeasy,easy-rules-archetype,Maven archetype to create a skeleton project,20170530Z,20200517Z
org.jeecgframework.archetype,jeecg-boot-gen,jeecg-boot 模块快速生成骨架,20200707Z,20200707Z
org.jeecgframework.archetype,jeecg-cloud-gen,JeecgCloud 骨架快速生成,20200708Z,20200708Z
org.jeecgframework.archetype,jeewx-boot-gen,JeewxBoot 骨架快速生成,20200708Z,20200708Z
org.jetbrains.kotlin,kotlin-archetype-js,Kotlin single-module JavaScript project archetype,20160513Z,20200414Z
org.jetbrains.kotlin,kotlin-archetype-jvm,Kotlin single-module JVM project archetype,20160513Z,20200414Z
org.jgrapht.archetypes,maven-archetype-jgrapht,"An archetype which contains a sample JGraphT project",20180521Z,20180521Z
org.jibx.ota.osgi,jibx-ota-osgi-archetype,,20100415Z,20100415Z
org.jibx.schema.config,opentravel-ws-archetype,,20120424Z,20120424Z
org.jibx.schema.org.opentravel._2010B,opentravel-archetype,,20110306Z,20200122Z
org.jibx.schema.org.opentravel._2011A,opentravel-archetype,,20110625Z,20141231Z
org.jibx.schema.org.opentravel._2011B,opentravel-archetype,,20111230Z,20141231Z
org.jibx.schema.org.opentravel._2011B.ws,opentravel-touractivity-ws-archetype,,20120425Z,20120425Z
org.jibx.schema.org.opentravel._2011B.ws,opentravel-touractivity-ws-service-archetype,,20120425Z,20141231Z
org.jibx.schema.org.opentravel._2012A,opentravel-archetype,,20120904Z,20141231Z
org.jibx.schema.org.opentravel._2012A.ws,opentravel-touractivity-ws-service-archetype,,20120904Z,20141231Z
org.jibx.schema.org.opentravel._2012B,opentravel-archetype,,20130202Z,20141231Z
org.jibx.schema.org.opentravel._2012B.ws,opentravel-touractivity-ws-service-archetype,,20130202Z,20141231Z
org.jibx.schema.org.opentravel._2013A,opentravel-archetype,,20130724Z,20200122Z
org.jibx.schema.org.opentravel._2013A.ws,opentravel-touractivity-ws-service-archetype,,20130724Z,20200122Z
org.jibx.schema.org.opentravel._2013B,opentravel-archetype,,20140227Z,20200122Z
org.jibx.schema.org.opentravel._2013B.ws,opentravel-touractivity-ws-service-archetype,,20140227Z,20200122Z
org.jibx.schema.org.opentravel._2014A,opentravel-archetype,,20140707Z,20200122Z
org.jibx.schema.org.opentravel._2014A.ws,opentravel-touractivity-ws-service-archetype,,20140707Z,20200122Z
org.jibx.schema.org.opentravel._2014B,opentravel-archetype,,20141231Z,20200122Z
org.jibx.schema.org.opentravel._2014B.ws,opentravel-touractivity-ws-service-archetype,,20141231Z,20200122Z
org.jini.maven-jini-plugin,jini-service-archetype,"Archetype for Jini service project creation",20051229Z,20051229Z
org.jnario,jnario-archetype,Maven archetype for setting up a jnario project.,20130428Z,20140714Z
org.jooby,jooby-archetype,,20141110Z,20200510Z
org.jorm-unit,jorm-unit-sample-archetype,Archetype that creates a sample project with jorm-unit sample test,20140828Z,20140829Z
org.jrebirth.af,archetype,JRebirth Archetype used to build a new fresh application,20140212Z,20180607Z
org.jsmart,zerocode-maven-archetype,Zerocode Automated-Testing Simple Maven Archetype,20200522Z,20200714Z
org.juzu,juzu-archetype,,20111212Z,20180322Z
org.jvnet.hudson.tools,maven-hpi-plugin,"Support for developing Hudson plugins with Apache Maven.",20110306Z,20120309Z
org.keedio.storm.topology.maven,storm-topology-archetype,Maven archetype to quickly generate storm topology projects.,20150510Z,20150511Z
org.kie,kie-drools-archetype,"A basic kjar template with Drools rule example, JUnit 4 and logging binding.
      Use property droolsVersion to specify which version of Drools to use in generated kjar.
      Use property exampleWithCEP for a CEP rule example and related JUnit test case.
      Use property pomEclipseCompatible for pom-plug-in settings for Eclipse (will setup org.eclipse.m2e lifecycle-mapping plug-in).",20140928Z,20200707Z
org.kie,kie-kjar-archetype,,20180814Z,20200707Z
org.kie,kie-model-archetype,,20180903Z,20200707Z
org.kie,kie-pmml-models-archetype,Archetype for actual PMML model implementation,20200703Z,20200707Z
org.kie,kie-pmml-models-drools-archetype,Archetype for actual PMML model with Drools implementation,20200703Z,20200707Z
org.kie,kie-service-spring-boot-archetype,,20180814Z,20200707Z
org.kie.kogito,kogito-quarkus-archetype,Kogito based on Quarkus runtime Archetype,20190606Z,20200708Z
org.kie.kogito,kogito-springboot-archetype,Kogito based on SpringBoot runtime Archetype,20190606Z,20200708Z
org.kuali.rice,rice-archetype-quickstart,"This is a archetype which creates a Kuali Rice based application. It uses a basic project structure demonstrating war overlays, service implementation, unit and integration testing.  It is configured in a bundled integration model with Kuali Rice.",20121001Z,20180215Z
org.kualigan.kuali.contrib,kc-contrib-archetype,An archetype used to create projects intended to become customizations added to kuali projects via Maven dependencies,20141120Z,20141120Z
org.kualigan.kuali.contrib,kfs-contrib-archetype,An archetype used to create projects intended to become customizations added to kuali projects via Maven dependencies,20141120Z,20141120Z
org.kualigan.maven.archetypes,kc-archetype,,20120812Z,20140919Z
org.kualigan.maven.archetypes,kfs-archetype,,20120718Z,20140919Z
org.kualigan.maven.archetypes,kfs3-archetype,,20120826Z,20140919Z
org.kualigan.maven.archetypes,kfs4-archetype,,20120826Z,20140919Z
org.kualigan.maven.archetypes,kr-archetype,,20120826Z,20140919Z
org.kualigan.maven.archetypes,lb-copy-archetype,Archetype used when copying databases. Creates a database project for the lb-maven-project to use in copying/exporting a database,20120911Z,20140919Z
org.leapframework,archetype-dataapi,,20170619Z,20170619Z
org.leapframework,archetype-webapi,,20170619Z,20170619Z
org.linkki-framework.archetypes,linkki-archetype-cdi-application-vaadin8,,20190418Z,20200612Z
org.linkki-framework.archetypes,linkki-archetype-plain-application-vaadin8,,20190418Z,20200612Z
org.linkki-framework.archetypes,linkki-archetype-spring-application-vaadin8,,20190418Z,20200612Z
org.luismmribeiro.archetype,JEE7Archetype,"The JEE7 Archetype is a Java project that implements a complete 3-layer architecture using JEE7 and 
		several other Java technologies. The goal of this archetype is to provide a complete, ready to work, 3-layer
		architecture, multi-module project.",20160430Z,20170219Z
org.makumba,makumba-archetype,Archetype for a makumba web-application,20100126Z,20100711Z
org.meruvian.midas,midas-archetype-blank,Generates blank Midas project template,20120508Z,20120508Z
org.meruvian.yama,yama-archetype,,20110731Z,20110731Z
org.meruvian.yama,yama-jaxrs-archetype,,20120828Z,20120828Z
org.meruvian.yama,yama-starter-archetype,,20150605Z,20150805Z
org.meruvian.yama,yama-struts-archetype,,20120509Z,20120828Z
org.microbean,microbean-archetype-bean-archive,${project.name},20191128Z,20191128Z
org.minijax,minijax-archetype,Archetype for a new Minijax application,20171014Z,20171025Z
org.minijax,minijax-archetype-quickstart,Archetype for a new Minijax application,20171028Z,20200108Z
org.mixer2,mixer2-springmvc-archetype,archetype for SpringMVC web application with mixer2,20130213Z,20161113Z
org.mobicents.servlet.sip.archetypes,maven-archetype-sipapp,"Archetype providing a default layout to start building SIP Servlets Applications.",20120501Z,20120501Z
org.mobicents.servlet.sip.archetypes,mss-testing-embeddedTomcat6-archetype,,20130331Z,20130401Z
org.mobicents.servlet.sip.archetypes,mss-testing-embeddedTomcat7-archetype,,20130331Z,20130401Z
org.mortbay.jetty.archetype,jetty-archetype-assembler,,20110816Z,20140903Z
org.mortbay.jetty.archetype,jetty-archetype-fileserver,,20110816Z,20140903Z
org.mule.extensions,mule-extensions-archetype,,20180420Z,20181213Z
org.mule.extensions,mule-extensions-xml-archetype,,20181213Z,20181213Z
org.mule.ibeans,ibean-archetype,"An archetype for creating an empty ibean maven project",20090904Z,20090904Z
org.mule.tools,ibean-archetype,"Creates a new iBean project that talks to an external service i.e. Twitter, Amazon S3, Flickr). The project will define the dependencies and documented sample
        code for the ibean itself and a a working testcase.",20101112Z,20110705Z
org.mule.tools,mule-catalog-archetype,,20150119Z,20180426Z
org.mule.tools,mule-cloud-connector-archetype,Creates a new cloud connector project.,20110114Z,20110114Z
org.mule.tools,mule-example-archetype,"An archetype for creating a Mule example application.",20081205Z,20130927Z
org.mule.tools,mule-module-archetype,"An architype for creating a Mule Module. It provides options for adding certain mule features and configuring the
    module for Muleforge.",20150119Z,20180426Z
org.mule.tools,mule-project-archetype,An architype for creating Mule applications.,20150119Z,20180426Z
org.mule.tools,mule-transport-archetype,Archetype for Mule 2.0 and above transport projects.,20150119Z,20180426Z
org.mule.tools.maven,maven-achetype-mule-app,A simple maven tool to create mule applications,20150120Z,20150120Z
org.mule.tools.maven,maven-achetype-mule-domain,,20150120Z,20150120Z
org.mule.tools.maven,maven-achetype-mule-domain-bundle,,20150120Z,20150702Z
org.mule.tools.maven,maven-archetype-mule-app,A simple maven tool to create mule applications,20150702Z,20150702Z
org.mule.tools.maven,maven-archetype-mule-domain,,20150702Z,20150702Z
org.multiverse,multiverse-project-archetype,Skeleton for a project using Multiverse,20100108Z,20100526Z
org.mwolff,command-archetype,An archetype for building the command framework.,20170831Z,20180116Z
org.n52,servlet3-jetty-webapp-archetype,,20170427Z,20170427Z
org.nakedobjects,application-archetype,,20090810Z,20090810Z
org.nakedobjects,remoting-support,,20090401Z,20090421Z
org.nakedobjects.archetypes,application,,20090518Z,20090630Z
org.nakedobjects.plugins,hibernate-support,,20090401Z,20090421Z
org.nakedobjects.plugins,html-war,,20090518Z,20090518Z
org.nakedobjects.plugins,htmlviewer-war,,20090401Z,20090421Z
org.nakedobjects.prototyping,application,,20090401Z,20090421Z
org.nakedobjects.prototyping,icons,,20090401Z,20090421Z
org.nakedosgi,bundle-archetype,,20100520Z,20100520Z
org.ninjaframework,ninja-appengine-blog-archetype,,20130502Z,20190717Z
org.ninjaframework,ninja-core-demo-archetype,,20130502Z,20130807Z
org.ninjaframework,ninja-jpa-demo-archetype,,20130726Z,20130807Z
org.ninjaframework,ninja-servlet-archetype-simple,,20140214Z,20200121Z
org.ninjaframework,ninja-servlet-jpa-blog-archetype,,20130916Z,20200121Z
org.ninjaframework,ninja-servlet-jpa-blog-integration-test-archetype,,20130915Z,20130915Z
org.objectweb.fractal.cecilia,maven-archetype-cecilia-app,"This archetype is useful to quick start Cecilia applications,
		having a source tree template already filled.",20070726Z,20070726Z
org.objectweb.fractal.cecilia,maven-archetype-cecilia-application,"This archetype is useful to quick start Cecilia applications, having a
		source tree template already filled.",20071006Z,20090421Z
org.objectweb.fractal.cecilia,maven-archetype-cecilia-library,"This archetype is useful to quick start Cecilia components library
		projects, having a source tree template already filled.",20071006Z,20090421Z
org.objectweb.petals,maven-archetype-petals-jbi-binding-component,>This project is Maven 2 archetype associated to a JBI binding component project.,20070620Z,20070620Z
org.objectweb.petals,maven-archetype-petals-jbi-service-assembly,This project is Maven 2 archetype associated to a JBI service assembly project.,20070620Z,20070620Z
org.objectweb.petals,maven-archetype-petals-jbi-service-engine,This project is Maven 2 archetype associated to a JBI service engine project.,20070620Z,20070620Z
org.objectweb.petals,maven-archetype-petals-jbi-service-unit,This project is Maven 2 archetype associated to a JBI service unit project.,20070620Z,20070620Z
org.ojbc.archetypes,ojb-connector-archetype,,20170106Z,20170106Z
org.omnifaces,java-ee-kickoff-app-archetype,Java EE 8 kickoff app template. A minimal runnable Java EE 8 web application with login and an embedded DB,20181004Z,20181004Z
org.onosproject,onos-api-archetype,ONOS OSGi API bundle archetype,20141205Z,20200703Z
org.onosproject,onos-bundle-archetype,ONOS OSGi bundle archetype,20141205Z,20200703Z
org.onosproject,onos-cli-archetype,ONOS Apache Karaf bundle archetype,20141205Z,20200703Z
org.onosproject,onos-rest-archetype,ONOS REST API bundle archetype,20151217Z,20200703Z
org.onosproject,onos-ui-archetype,ONOS UI Custom-View overlay archetype,20150606Z,20200703Z
org.onosproject,onos-ui2-archetype,ONOS GUI2 Custom-View overlay archetype,20191115Z,20200703Z
org.onosproject,onos-uitab-archetype,ONOS UI Table-View overlay archetype,20151217Z,20200703Z
org.onosproject,onos-uitopo-archetype,ONOS UI Topology-Overlay overlay archetype,20151217Z,20200703Z
org.opencastproject,opencast-theodul-plugin,An archetype that generates a plugin for the Opencast Theodul Player,20190820Z,20200522Z
org.opencoweb,admin-archetype,,20110322Z,20121213Z
org.opencoweb,coweb-archetype,,20110322Z,20121213Z
org.opendaylight.archetypes,opendaylight-startup-archetype,,20190620Z,20200217Z
org.opendaylight.controller,config-module-archetype,Archetype for new module managed by configuration subsystem,20141002Z,20170615Z
org.opendaylight.controller,opendaylight-configfile-archetype,Configuration files for md-sal,20141002Z,20170615Z
org.opendaylight.controller,opendaylight-karaf-distro-archetype,,20141002Z,20170615Z
org.opendaylight.controller,opendaylight-karaf-features-archetype,,20141002Z,20170615Z
org.opendaylight.controller,opendaylight-startup-archetype,,20150623Z,20200526Z
org.opendaylight.controller.archetypes,odl-model-project,,20130929Z,20170615Z
org.opendaylight.dlux,dlux-app,,20150818Z,20200217Z
org.opendaylight.dluxapps,dluxapps-application-archetype,,20170522Z,20181205Z
org.openehealth.ipf.archetypes,ipf-archetype-basic,,20150320Z,20170926Z
org.openengsb.tooling.archetypes,openengsb-tooling-archetypes-connector,Archetype to produce new Connector project,20101027Z,20111024Z
org.openengsb.tooling.archetypes,openengsb-tooling-archetypes-domain,Archetype to produce new Domain project,20101027Z,20111024Z
org.openengsb.tooling.archetypes,org.openengsb.tooling.archetypes.connector,Archetype to produce new Connector project,20111117Z,20141010Z
org.openengsb.tooling.archetypes,org.openengsb.tooling.archetypes.domain,Archetype to produce new Domain project,20111117Z,20141010Z
org.openengsb.tooling.archetypes.clientproject,org.openengsb.tooling.archetypes.clientproject.root,Archetype to produce new client project,20110421Z,20120711Z
org.opengis.cite,ets-archetype-testng,"A template for creating an executable test suite (ETS) based on the TestNG framework.",20140523Z,20190819Z
org.openimaj,openimaj-quickstart-archetype,"Maven quickstart archetype for OpenIMAJ",20140918Z,20200209Z
org.openimaj,openimaj-subproject-archetype,"Maven archetype for creating OpenIMAJ subprojects with the most of the standard configuration completed automatically",20140918Z,20200209Z
org.openjdk.jcstress,jcstress-java-test-archetype,"Generates JCStress test project.",20170121Z,20181127Z
org.openjdk.jmh,jmh-groovy-benchmark-archetype,"Generates Groovy benchmarking project, uses JMH bytecode processors",20140307Z,20200122Z
org.openjdk.jmh,jmh-java-benchmark-archetype,"Generates Java benchmarking project, uses JMH annotation processors",20140307Z,20200122Z
org.openjdk.jmh,jmh-kotlin-benchmark-archetype,"Generates Kotlin benchmarking project, uses JMH bytecode processors",20140307Z,20200122Z
org.openjdk.jmh,jmh-scala-benchmark-archetype,"Generates Scala benchmarking project, uses JMH bytecode processors",20140307Z,20200122Z
org.openjdk.jmh,jmh-simple-benchmark-archetype,"Basic archetype for simple JMH-driven benchmark.",20131121Z,20140221Z
org.openjfx,javafx-archetype-fxml,,20190302Z,20200304Z
org.openjfx,javafx-archetype-simple,,20190302Z,20200304Z
org.openl.rules,openl-simple-project,,20100923Z,20100923Z
org.openl.rules,openl-simple-project-archetype,,20130910Z,20200715Z
org.openmrs.maven.archetypes,openmrs-sdk-archetype-module-platform,,20160803Z,20180116Z
org.openmrs.maven.archetypes,openmrs-sdk-archetype-module-refapp,,20160803Z,20180116Z
org.openmrs.maven.archetypes,openmrs-sdk-archetype-submodule-owa,,20161129Z,20180116Z
org.openntf.maven,odp-maven-archetype,,20150105Z,20150105Z
org.openntf.sbt,sbt.sso.webapp-archetype,,20160704Z,20160704Z
org.opensingular,singular-default-requirement-archetype,Singular server,20170509Z,20190510Z
org.opoo.press.maven.archetypes,opoopress-archetype-site,Archetype for creating a basic OpooPress site with sample plugin.,20150312Z,20150312Z
org.opoo.press.maven.archetypes,opoopress-archetype-site-blank,Archetype for creating a blank OpooPress site.,20150312Z,20150312Z
org.opoo.press.maven.archetypes,opoopress-archetype-theme,"Archetype for creating a blank OpooPress theme project.
                artifactId must be start with prefix: 'opoopress-theme-'.'",20150312Z,20150312Z
org.ops4j.pax.construct,maven-archetype-osgi-bundle,,20080304Z,20160111Z
org.ops4j.pax.construct,maven-archetype-osgi-project,,20080304Z,20160111Z
org.ops4j.pax.construct,maven-archetype-osgi-service,,20080304Z,20160111Z
org.ops4j.pax.construct,maven-archetype-osgi-wrapper,,20080304Z,20160111Z
org.ops4j.pax.construct,maven-archetype-spring-bean,,20080304Z,20160111Z
org.ops4j.pax.exam,maven-archetype-paxexam-junit,,20090622Z,20110301Z
org.ops4j.pax.exam.archetypes,exam-glassfish41-archetype,Archetype for Pax Exam tests on GlassFish 4.1,20141014Z,20181209Z
org.ops4j.pax.exam.archetypes,exam-karaf-archetype,Archetype for Pax Exam tests on Karaf,20150815Z,20181209Z
org.ops4j.pax.exam.archetypes,exam-osgi-archetype,Archetype for Pax Exam tests on OSGi frameworks,20141014Z,20181209Z
org.ops4j.pax.exam.archetypes,exam-wildfly80-archetype,Archetype for Pax Exam tests on WildFly 8.0,20141014Z,20181209Z
org.ops4j.pax.web.archetypes,wab-archetype,,20120106Z,20190919Z
org.ops4j.pax.web.archetypes,wab-gwt-archetype,,20120106Z,20190919Z
org.ops4j.pax.web.archetypes,war-archetype,,20120106Z,20190919Z
org.orienteer,orienteer-archetype-jar,An maven archetype for custom Orienteer jar modules,20170108Z,20190318Z
org.orienteer,orienteer-archetype-war,An maven archetype for custom Orienteer based WAR,20150506Z,20190318Z
org.osgi.enroute.archetype,api,An archetype for generating an OSGi enRoute R7 API module,20181023Z,20181023Z
org.osgi.enroute.archetype,application,An archetype for generating an OSGi enRoute R7 runnable application,20181023Z,20181023Z
org.osgi.enroute.archetype,bundle-test,An archetype for generating an OSGi enRoute R7 Bundle Test module,20181023Z,20181023Z
org.osgi.enroute.archetype,ds-component,An archetype for generating an OSGi enRoute R7 Declarative Services Component module,20181023Z,20181023Z
org.osgi.enroute.archetype,project,An archetype for generating an OSGi enRoute R7 project build,20181023Z,20181023Z
org.osgi.enroute.archetype,project-bare,An archetype for generating a bare OSGi enRoute R7 project build,20181023Z,20181023Z
org.osgi.enroute.archetype,rest-component,An archetype for generating an OSGi enRoute R7 JAX-RS Whiteboard Component module,20181023Z,20181023Z
org.ow2.jasmine.kerneos,kerneos-module-archetype,,20091013Z,20110517Z
org.ow2.jasmine.kerneos,kerneos-war-archetype,,20091013Z,20110517Z
org.ow2.jasmine.probe,jprobe-collector-archetype,,20120210Z,20131003Z
org.ow2.jasmine.probe,jprobe-outer-archetype,,20120210Z,20131003Z
org.ow2.jonas.camel,camel-archetype-simple-route,,20111112Z,20131004Z
org.ow2.kerneos,kerneos-application-archetype,,20110630Z,20110630Z
org.ow2.kerneos,kerneos-flex-archetypes-application,,20121003Z,20131003Z
org.ow2.kerneos,kerneos-flex-archetypes-module,,20121003Z,20131003Z
org.ow2.kerneos,kerneos-flex-archetypes-module-fragment,,20121003Z,20131003Z
org.ow2.kerneos,kerneos-module-archetype,,20110630Z,20110630Z
org.ow2.orchestra,orchestra-extension-archetype,Generates extensions for Orchestra,20111027Z,20121121Z
org.ow2.petals,maven-archetype-petals-jbi-binding-component,This project is Maven 2 archetype associated to a JBI binding component project.,20080207Z,20100224Z
org.ow2.petals,maven-archetype-petals-jbi-service-assembly,This project is Maven 2 archetype associated to a JBI service assembly project.,20080207Z,20100224Z
org.ow2.petals,maven-archetype-petals-jbi-service-engine,This project is Maven 2 archetype associated to a JBI service engine project.,20080207Z,20100224Z
org.ow2.petals,maven-archetype-petals-jbi-service-unit,This project is Maven 2 archetype associated to a JBI service unit project.,20080207Z,20100224Z
org.ow2.petals,maven-archetype-petals-jbi-shared-library,This project is Maven 2 archetype associated to a JBI Shared Library project.,20080207Z,20100224Z
org.ow2.shelbie,shelbie-command-archetype,,20120402Z,20130830Z
org.ow2.weblab.tools.maven,weblab-archetype-analyser,The Archetype used to generate a stub for analyser. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-configurable,The Archetype used to generate a stub for configurable. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-indexer,The Archetype used to generate a stub for indexer. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-queuemanager,The Archetype used to generate a stub for queuemanager. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-reportprovider,The Archetype used to generate a stub for reportprovider. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-resourcecontainer,The Archetype used to generate a stub for resourcecontainer. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-resources,The Archetype used to generate a stub for any WebLab service. It should be used in conjunction with interfaces specific archetypes. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-searcher,The Archetype used to generate a stub for searcher. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
org.ow2.weblab.tools.maven,weblab-archetype-sourcereader,The Archetype used to generate a stub for sourcereader. This should be called through the weblab-archetype-plugin and not directly.,20111108Z,20111108Z
